RA,DEC
2.626258000000007,65.892731
2.629177000000027,69.830025
2.6351869999999735,73.579651
2.6713720000000194,57.612495
2.6773239999999987,74.2071
2.7213840000000005,69.619164
2.737887999999998,69.004433
2.7409319999999866,74.963936
2.7524119999999925,75.28437
2.757564000000002,74.24382
2.775638000000015,74.593666
2.784507000000019,74.86042
2.793387999999993,1.628387
2.796713000000011,73.411736
2.7973799999999756,73.423164
2.809794000000011,74.5326
2.8189390000000003,75.528381
2.8535309999999754,68.703125
2.8635679999999866,58.495872
2.887533000000019,68.435974
2.933448999999996,68.277908
2.951995000000011,68.449982
2.9559019999999805,73.620491
2.9580980000000068,67.729202
2.9636540000000196,69.936134
2.9746680000000083,70.019661
2.999795000000006,0.462892
3.0038450000000125,68.27684
3.02128399999998,73.582993
3.0989789999999857,74.665848
3.121526000000017,70.612999
3.1222399999999766,73.504562
3.1501589999999737,73.900627
3.170611000000008,75.922226
3.171444000000008,67.55146
3.216099999999983,73.742897
3.217533000000003,67.400192
3.2554480000000012,74.262955
3.2786140000000046,69.686172
3.286057000000028,75.200844
3.29929199999998,70.65789
3.337432999999976,71.461502
3.338337000000024,62.926537
3.3456860000000006,62.7719
3.351779000000022,71.041931
3.352718999999979,74.803635
3.354497999999978,74.848885
3.355122999999992,71.488777
3.3728269999999725,62.894535
3.373654999999985,75.843338
3.3940600000000245,62.914883
3.4052030000000286,67.939194
3.4179570000000012,74.016335
3.4241400000000226,67.984192
3.436959999999999,67.546791
3.450401999999997,66.440956
3.4648179999999797,69.872307
3.469605999999999,67.309174
3.4827849999999785,74.052925
3.4837029999999913,74.901779
3.489475000000027,67.390816
3.489863000000014,68.380417
3.495362,75.384827
3.49915900000002,67.759315
3.507585000000006,62.558479
3.5163390000000163,74.15538
3.520811999999978,70.579056
3.5236570000000142,73.542343
3.5256580000000213,67.530586
3.533352999999977,65.932899
3.543295999999998,67.60408
3.546383999999989,66.007889
3.562654000000009,72.000992
3.569703000000004,68.411186
3.6221739999999727,63.357025
3.626574000000005,74.599487
3.6286140000000273,69.471527
3.630826000000013,73.349419
3.6399579999999787,73.561394
3.642146000000025,69.235909
3.6499840000000177,75.931686
3.6676590000000147,75.83535
3.6902840000000197,-15.230905
3.7017139999999813,67.320541
3.7385489999999777,62.002541
3.7502400000000193,71.905724
3.76103599999999,69.586823
3.7768839999999955,72.127831
3.7899679999999876,67.17215
3.8039850000000115,65.501328
3.8166860000000042,68.055641
3.8299260000000004,69.402275
3.870476999999994,68.328049
3.8982579999999984,63.322926
3.898748000000012,69.359619
3.901846999999975,63.418095
3.904254999999978,74.214478
3.9078119999999785,66.411926
3.924159999999972,67.946938
3.931457000000023,75.493553
3.9337530000000243,71.359062
3.9447040000000015,62.983391
3.9576170000000275,71.45282
3.9872589999999946,63.530056
4.016455000000008,71.225014
4.02258999999998,62.324108
4.0263630000000035,62.564236
4.032466999999997,68.084145
4.057294000000013,62.581413
4.059152999999981,73.284058
4.076664999999991,65.424919
4.090664000000004,69.813469
4.091078999999979,74.614998
4.093347999999992,66.456314
4.102690999999993,71.382851
4.107176999999979,70.451569
4.114208000000019,65.716988
4.120859999999993,66.25592
4.130330000000015,67.41906
4.138462000000004,61.949223
4.1419500000000085,70.5327
4.150639000000012,67.650948
4.152600000000007,62.491432
4.152844000000016,63.208431
4.169781,74.536354
4.179854999999975,75.712463
4.197471000000007,74.77343
4.204966000000013,75.514832
4.225189,69.827782
4.230537000000027,71.855743
4.232130999999981,70.986061
4.243446000000006,62.672523
4.244093000000021,67.600006
4.251782999999989,69.084251
4.266853000000026,69.546783
4.276785000000018,63.270245
4.284029999999973,66.275581
4.285271000000023,80.649025
4.288878000000011,71.340263
4.2897629999999936,67.511665
4.295548999999994,67.870636
4.310524999999984,66.320045
4.314419999999984,71.999825
4.33358800000002,63.577518
4.3379489999999805,71.426384
4.339519999999993,66.649857
4.353346999999985,-14.799935
4.394504999999981,69.969604
4.395846000000006,65.404518
4.402760999999998,71.352318
4.406779000000029,62.821018
4.410042999999973,62.688107
4.415923000000021,62.663658
4.42016799999999,70.739639
4.43294400000002,-14.963361
4.489738999999986,65.659592
4.504205000000013,62.575859
4.524324999999976,66.678665
4.540372999999988,71.416298
4.565462000000025,69.675743
4.571776999999997,74.187149
4.574893999999972,63.121838
4.581201000000021,-12.906897
4.5917349999999715,67.015808
4.612451000000021,-13.263242
4.615994999999998,70.448418
4.618984000000012,59.09581
4.635162999999977,58.121563
4.653074000000004,69.866287
4.6590269999999805,58.465965
4.660951000000011,58.572815
4.672341000000017,67.887962
4.679905000000019,58.350601
4.6844090000000165,74.03878
4.699054999999987,67.648705
4.723838999999998,59.388222
4.725383000000022,62.624352
4.731299999999976,65.407967
4.734213000000011,66.789825
4.755751999999973,67.010918
4.762512000000015,67.766258
4.793438999999978,63.10899
4.7984519999999975,63.299362
4.824603000000025,75.903236
4.85080499999998,58.916641
4.9062829999999735,59.195583
4.908439999999985,65.624817
4.909468000000004,58.534805
4.9198579999999765,59.648205
4.920767000000012,62.052696
4.937102999999979,56.398235
4.9455090000000155,56.964722
4.9557570000000055,65.514656
4.96559400000001,56.572681
4.977824999999996,69.904915
4.9800200000000245,69.952042
4.985793000000001,70.737167
4.98598800000002,62.343849
5.002364,66.322876
5.004958999999985,67.740814
5.011601999999982,63.07597
5.014857000000006,68.996346
5.018957999999998,57.935925
5.024096999999983,58.641628
5.0300829999999905,57.003407
5.0355220000000145,65.603424
5.03843599999999,69.334427
5.042928000000018,67.525909
5.068086999999991,56.445198
5.073425999999984,57.191086
5.093578999999977,57.096363
5.094194000000016,62.050884
5.111401999999998,58.86871
5.1216249999999945,63.47187
5.123038000000008,61.541351
5.128775000000019,58.556755
5.133317999999974,63.343021
5.148001000000022,69.262444
5.1579209999999875,57.287037
5.161594999999977,62.892639
5.174696999999981,69.331047
5.176988999999992,61.537369
5.184184000000016,57.006397
5.184594000000004,70.728867
5.185162999999989,58.788342
5.194836000000009,62.685398
5.19644599999998,63.606129
5.200413000000026,59.469395
5.208386000000019,69.615509
5.227333999999985,70.152893
5.234203999999977,66.141129
5.24072000000001,57.190376
5.246348000000012,68.010124
5.2523180000000025,56.60244
5.259715000000028,58.833923
5.260699999999986,54.65107
5.281443000000024,67.980377
5.282582999999988,54.757061
5.285479000000009,59.327187
5.291661999999974,56.936722
5.2987679999999955,62.356258
5.303027999999983,67.682388
5.323608999999976,57.24995
5.3354550000000245,56.244537
5.347714999999994,56.436131
5.351097999999979,67.219124
5.351346999999976,58.576035
5.367374999999981,55.893787
5.372027000000003,66.509285
5.399779000000024,56.754189
5.410957999999994,68.097008
5.415956999999992,56.629021
5.420743000000016,61.975155
5.420965000000024,67.659332
5.4229310000000055,54.42701
5.43726700000002,65.94001
5.447829000000013,66.259315
5.455344000000025,67.32917
5.45943299999999,66.38533
5.470114000000024,54.347321
5.478714000000025,69.888977
5.489632000000029,56.909725
5.496524000000022,63.984791
5.498359999999991,68.235863
5.514356000000021,67.165375
5.514859000000001,58.663616
5.520201999999983,66.114777
5.540345000000002,71.259941
5.547984999999983,65.519592
5.551768999999979,54.820641
5.555706999999984,58.379429
5.572239000000025,63.426113
5.577013000000022,56.028755
5.5831719999999905,54.127705
5.589015000000018,57.6241
5.603796999999986,68.127449
5.604940999999997,58.299419
5.611208999999974,63.469418
5.615670000000023,67.992844
5.632985000000019,63.764668
5.63349199999999,74.951538
5.6373760000000175,64.163757
5.641361000000018,61.813759
5.643146999999999,67.980827
5.6477199999999925,67.415771
5.6517709999999965,58.380009
5.653089000000023,62.126755
5.656447000000014,56.645233
5.666128000000015,69.456055
5.677508999999986,70.355171
5.677808000000027,67.533882
5.6951159999999845,55.599491
5.710995000000025,56.815964
5.713033999999993,71.017441
5.714334000000008,71.451454
5.7157700000000204,67.008553
5.729467999999997,62.071308
5.7348329999999805,58.645199
5.735719000000017,56.502846
5.746893,62.951153
5.747672000000023,54.856789
5.76001500000001,63.333462
5.762946999999997,84.164719
5.767431999999985,66.211266
5.767866000000026,57.986294
5.769963000000018,-14.261932
5.770868000000007,58.056206
5.773609000000022,59.251671
5.785673999999972,59.161308
5.787822000000006,59.625378
5.791911000000027,67.751396
5.7956740000000195,64.093254
5.7992530000000215,63.949329
5.809830999999974,58.735065
5.810232999999982,74.979843
5.814369999999997,54.027397
5.820814999999982,59.779537
5.821642999999995,56.410355
5.829863999999986,54.759373
5.833084999999983,55.65493
5.833456000000012,57.859741
5.841025000000002,69.774879
5.8479730000000245,54.129028
5.849365999999975,70.780869
5.849903999999981,62.379635
5.852979000000005,57.191547
5.8559399999999755,57.572945
5.857145000000003,55.230843
5.885466000000008,55.976471
5.8926739999999995,59.685413
5.896548999999993,62.938801
5.904462000000024,57.737698
5.906294000000003,65.964851
5.912733000000003,55.586765
5.924816000000021,71.195152
5.927544000000012,69.651886
5.9335459999999784,55.712666
5.935878000000002,57.953033
5.9372470000000135,70.042435
5.937819999999988,56.606133
5.941517999999974,56.361336
5.947443000000021,59.826294
5.951096000000007,67.693794
5.952739000000008,61.967266
5.975233000000003,59.511974
5.979517999999985,67.207222
5.989913000000001,66.873367
5.989967999999976,68.967613
5.998479999999972,63.357403
6.001539999999977,56.618065
6.010992999999985,71.788956
6.020992999999976,63.444042
6.026695000000018,56.147057
6.031221000000016,74.826881
6.040346999999997,67.804184
6.0409910000000195,56.74844
6.049533999999994,54.976643
6.049687000000006,57.326569
6.056279000000018,55.290142
6.057666999999981,57.561954
6.060248999999999,67.153038
6.065205999999989,57.986832
6.070236000000023,57.450123
6.0717559999999935,57.481865
6.072174000000018,50.75021
6.081051000000002,61.371174
6.09036900000001,50.853878
6.102111999999977,55.977119
6.102284999999995,56.230228
6.104651999999987,62.208923
6.109219999999993,67.84494
6.1115350000000035,62.529938
6.114876999999979,56.87009
6.126424999999983,56.236317
6.126455000000021,66.323242
6.13775099999998,61.984524
6.140295999999978,50.74826
6.141588000000013,54.701672
6.146022000000016,54.604038
6.147781000000009,58.599442
6.149018000000012,65.282425
6.15073000000001,69.759575
6.1553989999999885,74.189934
6.15726699999999,55.393333
6.161939000000018,50.54118
6.170371999999986,63.688293
6.172961999999984,54.917217
6.173230999999987,50.821987
6.180219000000022,54.00581
6.189549999999997,57.953072
6.20159799999999,59.651096
6.201896999999974,65.691628
6.211977999999988,62.186897
6.212068999999985,56.22501
6.212145000000021,53.659286
6.2136899999999855,62.456097
6.216502999999989,57.786144
6.217296999999974,54.060486
6.235055999999986,70.766434
6.249303999999995,65.945152
6.252091000000007,50.746597
6.255410999999981,56.816505
6.2556900000000155,66.027985
6.2560700000000224,69.498657
6.260829000000001,65.538521
6.2628349999999955,70.05233
6.264033999999981,66.542252
6.273678000000018,57.303246
6.273848999999984,61.677124
6.277421000000004,57.055
6.284948999999983,65.571831
6.288097999999991,65.481819
6.289013000000011,67.272301
6.289837999999975,56.346004
6.296244999999999,57.290249
6.2965469999999755,67.32962
6.299202999999977,69.421242
6.300053999999989,54.9851
6.301322000000027,65.658669
6.30471799999998,62.905174
6.306584999999984,58.935581
6.309278000000006,70.765503
6.309323000000006,63.635487
6.320476999999983,55.773544
6.323875999999984,57.215187
6.327204999999992,57.755341
6.334212999999977,84.423965
6.346327999999971,56.889023
6.351872000000014,74.30587
6.365876000000014,67.830978
6.3726950000000215,58.319923
6.390949999999975,54.026245
6.3916679999999815,63.782635
6.393314999999973,55.415047
6.404534000000012,58.473381
6.406040000000019,63.071609
6.406270000000006,56.975739
6.409432999999979,63.736149
6.416582000000005,63.683212
6.417509999999993,69.760796
6.421121000000028,61.679119
6.428454999999985,57.805115
6.430022000000008,67.72068
6.435325999999975,63.751625
6.440201000000002,71.087654
6.441164000000015,53.980511
6.442118999999991,54.527946
6.444565000000011,57.242588
6.447427000000005,57.448254
6.4588150000000155,63.732365
6.472061999999994,61.8241
6.474978000000021,70.358154
6.475330999999983,56.495895
6.47802200000001,59.699867
6.478282999999976,51.366047
6.483418000000029,51.118362
6.491255000000024,74.091339
6.498042999999996,54.222466
6.501161000000025,63.724648
6.502093000000002,67.194153
6.5055340000000115,70.041199
6.509253000000001,58.059032
6.518178999999975,59.852753
6.520526000000018,63.659824
6.521089000000018,68.102135
6.523800999999992,59.15274
6.527936000000011,62.287201
6.528672000000029,65.550575
6.530010000000004,63.876526
6.543435999999986,53.987743
6.544819000000018,50.050137
6.562378000000024,56.008774
6.563533000000007,54.023472
6.564643999999987,54.739357
6.568903999999975,54.092251
6.569767000000013,54.820553
6.571889999999996,69.767456
6.580288999999993,56.791122
6.581880000000012,59.755478
6.583326,57.564941
6.586738000000025,70.125603
6.588529999999992,67.894585
6.589047999999991,63.477428
6.591142999999988,56.470699
6.595614000000012,58.187622
6.596983000000023,58.95805
6.597559999999987,60.046204
6.602707000000009,63.912781
6.608701999999994,69.690926
6.613472999999999,70.203461
6.619000000000028,59.564926
6.619019999999978,51.798058
6.619950000000017,50.101978
6.620595999999978,58.772079
6.621283000000005,58.062603
6.627313000000015,50.069359
6.638715999999988,55.718781
6.6394750000000045,65.546593
6.640354000000002,57.439243
6.659497999999985,63.470146
6.6603359999999725,53.453575
6.662048000000027,58.57589
6.663110000000017,69.653038
6.666291000000001,54.427944
6.672355999999979,61.774361
6.681436000000019,57.630791
6.68429500000002,55.955978
6.698060999999996,59.371693
6.701576999999986,56.60976
6.70408900000001,54.072258
6.712216000000012,50.642502
6.717539999999985,51.120628
6.7193790000000035,53.696941
6.729233000000022,57.585323
6.732906000000014,49.982281
6.747110000000021,55.652046
6.762047999999993,62.192352
6.768223999999975,55.473511
6.7712379999999825,56.015316
6.772250999999983,75.296188
6.781880000000001,58.612511
6.790507999999988,57.405796
6.790986999999973,55.347698
6.793699000000004,49.951679
6.794030000000021,56.915455
6.794724999999971,64.039978
6.798585000000003,59.222221
6.8004549999999995,70.5588
6.813593000000026,67.210907
6.837567999999976,67.342773
6.838094000000012,66.510536
6.848175000000026,69.943741
6.850059999999985,56.110489
6.854148000000009,69.914413
6.854812999999979,57.774029
6.858247000000006,57.882332
6.865724,55.635937
6.868217000000016,63.372864
6.869477000000018,57.45591
6.871321000000023,67.687218
6.875700999999992,50.02092
6.896729999999991,59.433441
6.898345000000006,59.790257
6.9007290000000125,56.072842
6.901053999999988,55.754375
6.908524999999997,49.799725
6.912161000000026,57.136581
6.914706000000024,56.615959
6.919466999999997,57.366764
6.923835999999994,51.396126
6.929462000000001,58.265484
6.9333520000000135,55.402294
6.933427999999992,51.952702
6.946935999999994,56.013153
6.951797999999997,56.722984
6.956039999999973,53.729237
6.976966000000004,58.517078
6.980546000000004,75.138123
6.983247000000006,55.086952
6.995218000000023,56.119293
7.004031999999995,55.369884
7.007097999999985,56.188759
7.00885199999999,56.46793
7.010046999999986,53.598331
7.024087000000009,67.804108
7.024307000000022,70.260025
7.026748999999995,71.13855
7.039114999999981,57.588009
7.042392000000007,55.932976
7.051896999999997,59.32365
7.051983000000007,59.121059
7.052611000000013,71.189407
7.055444000000023,54.622482
7.063808999999992,74.138069
7.070537999999999,63.961838
7.079759000000024,67.615112
7.080151000000001,51.68042
7.080246999999986,60.145779
7.080982000000006,54.641125
7.085824000000002,57.390762
7.091050999999993,58.073185
7.093267000000026,62.431683
7.09436199999999,59.092834
7.100832000000025,61.858166
7.101849000000016,69.231911
7.10385500000001,62.996475
7.108709999999974,60.228729
7.111620000000016,70.357986
7.113215000000025,59.743469
7.113268000000005,58.091141
7.117239999999981,57.05727
7.12333799999999,57.960041
7.126286999999991,58.053345
7.127207999999996,59.923046
7.134073000000001,55.938717
7.138824,56.191273
7.140135999999984,55.275536
7.140921999999989,51.865231
7.147447999999997,51.343876
7.156084000000021,50.500416
7.156792999999993,49.7719
7.159448999999995,57.341461
7.170679000000007,74.444542
7.171739000000002,61.836758
7.17214899999999,62.077236
7.172393,57.625443
7.175266000000022,58.172134
7.175979999999981,56.426846
7.17674599999998,55.828087
7.184353999999985,65.795792
7.186276000000021,56.110069
7.190129000000013,53.665524
7.192634999999996,57.402016
7.1946909999999775,55.815777
7.194868999999983,55.632885
7.196293000000026,62.00528
7.203088999999977,55.221531
7.203458000000012,51.029797
7.20562000000001,51.193108
7.206679000000008,56.879684
7.207201999999995,66.719833
7.213443999999981,53.997921
7.217811999999981,65.88591
7.226261000000022,62.74313
7.226756000000023,56.156193
7.227638000000013,74.77726
7.227688000000001,55.68866
7.2312089999999785,60.128494
7.232327999999995,63.064816
7.236214000000018,59.743896
7.23836799999998,56.160934
7.24285900000001,65.478241
7.242909999999995,63.379322
7.243649000000005,54.714886
7.248500999999976,49.617821
7.2543999999999755,70.040245
7.254648999999972,55.915188
7.260681999999974,51.759705
7.263545000000022,57.907864
7.268159000000026,59.804489
7.280915999999991,60.111279
7.28338100000002,56.669773
7.287671999999986,57.590733
7.288813000000005,54.002808
7.2938330000000065,57.752335
7.301345000000026,57.629711
7.30568199999999,70.766563
7.309040999999979,51.699753
7.310974999999985,66.669205
7.314077999999995,74.80175
7.31476600000002,71.295334
7.3183970000000045,56.681625
7.3185080000000085,71.33139
7.320215000000019,55.763824
7.32678199999998,62.875408
7.328940999999986,51.273907
7.3295439999999985,58.025513
7.329760000000022,63.539326
7.332024999999987,61.799171
7.3345429999999965,62.91188
7.343586000000016,67.815063
7.343898000000024,69.847038
7.344880999999987,57.819271
7.345426999999972,56.858273
7.366524000000027,54.816055
7.367867999999987,51.771328
7.368366999999978,53.633766
7.373963000000003,56.572369
7.375072999999986,74.91996
7.378684000000021,54.382069
7.390344000000027,61.653332
7.394085000000018,60.174553
7.395134999999982,54.979858
7.396875000000023,52.038273
7.397573000000023,59.585201
7.402624000000003,49.628628
7.4073080000000004,60.12402
7.409161999999981,70.421165
7.420604000000026,55.331966
7.4238450000000284,61.506847
7.430084000000022,57.125195
7.435286000000019,51.793671
7.443398999999999,57.399712
7.447277999999983,52.035194
7.460000999999977,56.225494
7.460374999999999,51.997894
7.462510000000009,49.597393
7.469290999999998,68.333099
7.475768000000016,55.989761
7.478923000000009,54.156357
7.484454000000028,58.158535
7.488385999999991,56.89362
7.489605999999981,49.545399
7.4908889999999815,56.264843
7.4992240000000265,57.711128
7.49939999999998,57.033215
7.500340999999992,49.517643
7.5164009999999735,55.706745
7.517561000000001,56.325119
7.518938999999989,54.07629
7.5197749999999814,55.398701
7.520752000000016,57.50037
7.521685999999988,55.337078
7.526160000000004,70.338539
7.531496000000004,50.705055
7.533499000000006,55.053459
7.536889999999971,69.038651
7.542476000000022,62.268566
7.547211000000004,50.0798
7.549806999999987,55.700321
7.552088000000026,71.149895
7.556803000000002,59.334209
7.575210000000027,51.085857
7.579458999999986,51.615685
7.579763000000014,50.167816
7.581632000000013,51.551071
7.585184000000027,50.423679
7.593968000000018,66.155945
7.6068520000000035,63.054028
7.629328999999984,58.612965
7.658098999999993,49.494934
7.665053,49.982075
7.670032999999989,58.128757
7.6951649999999745,85.116577
7.697721000000001,70.44651
7.698796000000016,55.314152
7.702971999999988,55.234627
7.715200999999979,56.129704
7.719553000000019,65.531029
7.719814999999983,53.277103
7.720529999999997,58.843105
7.726510000000019,84.09642
7.727535999999986,56.433895
7.727728000000013,52.067856
7.730186000000003,50.397423
7.730885999999998,50.629478
7.73896000000002,53.504875
7.746160999999972,55.297115
7.7565119999999865,55.573269
7.7591469999999845,63.755306
7.761334999999974,57.688259
7.761972000000014,55.562401
7.765557999999999,71.33226
7.767875000000004,70.631943
7.770745999999974,57.668171
7.770899999999983,57.038006
7.774473,49.526482
7.776689999999974,51.599609
7.776779999999974,58.027134
7.777085,52.080662
7.778914999999984,51.153004
7.781753999999978,66.006073
7.784472999999991,58.158955
7.787273000000027,57.734898
7.795154000000025,51.360687
7.795369999999991,65.580643
7.799167000000011,55.93095
7.79985099999999,56.370628
7.809348,66.196915
7.8169920000000275,54.46011
7.817288000000019,51.298306
7.819948000000011,50.663857
7.822769999999991,58.251762
7.829531999999972,57.661549
7.831007999999997,57.380524
7.835286999999994,62.402416
7.837116999999978,61.49691
7.838321000000008,58.396973
7.845735999999988,67.111694
7.847391000000016,53.820984
7.851882999999987,51.502037
7.852868999999998,53.571175
7.856122000000028,56.315849
7.857834000000025,54.252235
7.883270999999979,61.540363
7.887721999999997,52.124096
7.88839999999999,56.886242
7.890443000000005,51.484165
7.891584000000023,66.333008
7.896641999999986,57.808777
7.904116999999985,69.532341
7.909583999999995,55.847641
7.917753000000005,61.524216
7.919339999999977,68.88488
7.933827000000008,49.718384
7.9444389999999885,62.005432
7.946386000000018,67.6436
7.948056000000008,57.198257
7.951240999999982,56.157825
7.952530000000024,67.350403
7.960214000000008,50.404343
7.961631000000011,67.548683
7.967368000000022,51.773605
7.968254000000002,70.739624
7.969186999999977,66.786331
7.9859500000000025,61.440857
8.003260000000012,55.791218
8.004843999999991,62.391483
8.008531000000005,60.047386
8.02439099999998,58.431046
8.029254999999978,56.025593
8.032758000000001,58.649311
8.038072999999997,55.513752
8.038224000000014,51.932816
8.038505999999984,55.664055
8.040388000000007,51.986591
8.046320999999978,63.70525
8.046338999999989,50.277878
8.050122999999985,62.802601
8.051657999999975,58.867363
8.063428999999985,50.606007
8.065467000000012,69.377029
8.067242000000022,53.356388
8.067273,61.47245
8.07120500000002,55.823853
8.07469500000002,60.067043
8.081565000000012,67.590828
8.082638999999972,50.423176
8.083510999999987,55.846123
8.085211000000015,55.01952
8.085467999999992,56.706528
8.089349000000027,62.710602
8.092245999999989,56.104984
8.093396999999982,56.213226
8.094582000000003,62.214684
8.098289000000022,68.973282
8.099178999999992,62.791492
8.101347999999973,57.141655
8.11365699999999,59.850616
8.117177000000027,56.750896
8.120406000000003,70.670227
8.121005000000025,70.613091
8.132034999999973,51.557114
8.132829000000015,56.948399
8.134337000000016,50.949799
8.136484999999993,57.873192
8.140937000000008,50.019089
8.143287999999984,53.842587
8.166613999999981,52.157787
8.185676,51.528465
8.188638000000026,61.839565
8.193145000000015,50.793015
8.19574,68.073387
8.199415999999985,61.895687
8.199716000000024,56.560028
8.210297000000025,55.694069
8.219047999999987,55.835556
8.222339999999974,57.566704
8.226180999999997,55.719402
8.22705400000001,61.877602
8.232394,57.004776
8.238490000000013,70.681976
8.239501000000018,67.043808
8.23994700000003,49.761307
8.241983000000005,85.201935
8.242025000000012,70.497017
